Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_Use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Age,Customer_Value,FN,FP,CHURN
0.05122913355304676,-0.28783039962466106,0.6367263347262979,-0.6199620481742981,-0.024411190787468506,0.026816247687870894,-0.6075127151239677,-0.3781580542008333,0.19494132422403215,-0.29040893477575763,-0.5746620628564985,-0.11307444409816152,-0.5287585148146233,-0.5287585148146233,-0.5627502260001352,0
-1.0502846595670714,-0.28783039962466106,0.7533835763006501,-0.6199620481742981,-0.9898069700737516,-1.1229255329490322,-0.589690539184014,-1.1333307997155178,-0.9256155577206787,-0.29040893477575763,1.7401531519746662,-0.6793455075468251,-0.8220361626326144,-0.8220361626326147,-0.7552716241448117,0
0.3266075818330763,-0.28783039962466106,0.5200690931519456,-0.6199620481742981,-0.4811396480658014,-0.16480738241827964,2.5470124262478366,0.028473424153227605,0.19494132422403215,-0.29040893477575763,-0.5746620628564985,-0.11307444409816152,2.0612851981932065,2.0612851981932065,2.0771826862074088,0
0.3266075818330763,-0.28783039962466106,0.6367263347262979,-0.6199620481742981,-0.0653904785557905,-0.060285402360379346,-0.6431570670038751,0.6674657472810376,-2.0461724396653898,-0.29040893477575763,-0.5746620628564985,-1.8118876344441524,-0.4467750267071963,-0.4467750267071964,-0.47918757899715086,0
-0.6372169871470271,-0.28783039962466106,0.6367263347262979,-0.6199620481742981,-0.4954347484500997,-0.19964804243757975,-0.6342459790338982,0.551285324894163,-2.0461724396653898,-0.29040893477575763,-0.5746620628564985,-1.8118876344441524,-0.6290325616774943,-0.6290325616774946,-0.664955742927924,0
0.4642968059730911,-0.28783039962466106,0.6367263347262979,0.03757345746510899,-0.166170936265094,0.21843987779402144,-0.3669133399345928,0.2608342689269767,0.19494132422403215,-0.29040893477575763,-0.5746620628564985,-0.11307444409816152,-0.36502367683886544,-0.3650236768388655,-0.39586154166005505,0
-0.49952776300701235,-0.28783039962466106,0.6367263347262979,-0.6199620481742981,-0.5032970536614638,-0.5306343126209306,1.8875919164695498,-0.320067843007396,0.19494132422403215,-0.29040893477575763,-0.5746620628564985,-0.11307444409816152,1.4798562886705957,1.4798562886705957,1.4845543430451396,0
0.7396752542531206,-0.28783039962466106,0.5200690931519456,0.6951089631045161,1.1060929979374607,0.8978327481703733,0.6311285127028142,1.1321874368285358,0.19494132422403215,-0.29040893477575763,-0.5746620628564985,-0.11307444409816152,0.9178496118190221,0.917849611819022,0.9117223419288815,0
-0.08646009058696802,-0.28783039962466106,0.6367263347262979,-0.6199620481742981,2.2158692911051574,1.7340085886335757,-0.652068154973852,1.190277648021973,0.19494132422403215,-0.29040893477575763,-0.5746620628564985,-0.11307444409816152,0.16773358188660376,0.1677335818866038,0.14715764155424182,0
-0.08646009058696802,-0.28783039962466106,0.6367263347262979,0.03757345746510899,0.010135301807919215,0.23586020780367148,-0.6342459790338982,0.08656363534666488,0.19494132422403215,-0.29040893477575763,-0.5746620628564985,-0.11307444409816152,-0.5398237708782023,-0.5398237708782024,-0.5740286200741577,0
